time,seconds_elapsed,ax,ay,az,gx,gy,gz
1783204199724544500,0.09854443359375,-0.2344657584786414,-0.0960498059570789,0.3201175045400857,-0.2881162166595459,-0.2087520360946655,-0.0022892367560416
1783204199734481700,0.108481689453125,-0.2153071767613291,-0.1621124699294567,0.1859685618132352,-0.2781341671943664,-0.2325234115123748,-0.0125163085758686
1783204199744418600,0.11841845703125,-0.2322404836446046,-0.1761240441471338,0.0803752669632434,-0.2664596140384674,-0.2291195541620254,-0.0280888583511114
1783204199754355700,0.128355712890625,-0.2704185308694839,-0.1043428563974797,0.0680810180574655,-0.2664598822593689,-0.1951448023319244,-0.0382331050932407
1783204199764293600,0.138293701171875,-0.264758020889759,-0.0542177662692964,0.1859843439042568,-0.2702710330486297,-0.2201573252677917,-0.0429872870445251
1783204199774230800,0.148230712890625,-0.187330497816205,-0.0494110966399312,0.1513590207248926,-0.2678944170475006,-0.2640675008296966,-0.0417523793876171
1783204199784167400,0.15816748046875,-0.111801501840353,-0.0437590622276067,0.0085690909028053,-0.2798145711421966,-0.2266208529472351,-0.0421217903494834
1783204199794104600,0.1681044921875,-0.0681064447596669,-0.0761276925213634,0.1546048707783222,-0.3028122782707214,-0.2062900215387344,-0.0543329156935215
1783204199804041700,0.178041748046875,-0.018068156132102,0.0016115268498659,0.1538730493724346,-0.3298946321010589,-0.215202048420906,-0.06383016705513
1783204199813978600,0.187978515625,0.0294362301036715,0.0567640897512435,0.0322293679535388,-0.3596954047679901,-0.1435837894678115,-0.0541525110602378
1783204199823915800,0.197915771484375,0.06349398252815,0.0098258129656314,0.0391840093970298,-0.3814296126365661,-0.1096357703208923,-0.0534552037715911
1783204199833853700,0.207853759765625,0.0890311593666672,-0.00997296635136,0.0341214653104543,-0.387148767709732,-0.1436605751514434,-0.0577335692942142
1783204199843790600,0.21779052734375,0.1286439155697822,0.0322319983020424,-0.1645715535193681,-0.3780533969402313,-0.1502049416303634,-0.0649276599287986
1783204199853727500,0.2277275390625,0.1054027407139539,-0.0212517546042799,-0.2663315538167953,-0.358245313167572,-0.1467572152614593,-0.0610042884945869
1783204199863664600,0.23766455078125,0.1479495045423507,-0.0751020027354359,-0.3120166156709194,-0.3352723717689514,-0.1508254557847976,-0.0575355216860771
1783204199873601800,0.247601806640625,0.1337885849818587,-0.0714873193696141,-0.4184060293346643,-0.3092862963676452,-0.1314866542816162,-0.0573624186217784
1783204199883538700,0.25753857421875,0.1055991400688886,-0.0969658978886902,-0.4769949964255094,-0.2879111468791961,-0.0843848139047622,-0.0661505684256553
1783204199893475600,0.2674755859375,0.065086804677546,-0.1171197742536663,-0.4513701413035392,-0.2706317603588104,-0.0688788220286369,-0.0683918818831443
1783204199903413500,0.27741357421875,0.0567898087143897,-0.1063289156481623,-0.487674795871973,-0.2486387342214584,-0.0660284683108329,-0.0658603236079216
1783204199913350700,0.2873505859375,0.0628700054109096,-0.1485828340098261,-0.5664063872814178,-0.2162096798419952,-0.0679315626621246,-0.0622967481613159
1783204199923287600,0.29728759765625,0.0840691530451178,-0.157806443298608,-0.5898164889633655,-0.1766792684793472,-0.0745878666639328,-0.0577540397644043
1783204199933224700,0.307224609375,0.0845996066600084,-0.1052684468097984,-0.6769581813216209,-0.1225971281528472,-0.0507714860141277,-0.058771900832653
1783204199943161600,0.31716162109375,0.0841679372444748,-0.0999994203656911,-0.6304495281249284,-0.0783586427569389,-0.0428574867546558,-0.0563741512596607
1783204199953098500,0.327098388671875,0.1131324581831693,-0.0808773712664842,-0.6307119784533977,-0.03836115822196,-0.0339950211346149,-0.0535533279180526
1783204199963036400,0.337036376953125,0.126658002449572,-0.0346953196756541,-0.6226987678676843,-0.0032779481261968,-0.0064835799857974,-0.0471196398138999
1783204199972973600,0.3469736328125,0.1458317817360162,0.0181244163639843,-0.539659834653139,0.022074282169342,0.019080901518464,-0.0350957326591014
1783204199982911200,0.3569111328125,0.160908939358592,0.0560877979248762,-0.4297667967826127,0.0362875163555145,0.0341782420873642,-0.0292822699993848
1783204199992848100,0.36684814453125,0.1624742889791727,0.0906589066989719,-0.3627683132648467,0.0511658005416393,0.0378203801810741,-0.017973156645894
1783204200002785000,0.376784912109375,0.1715215187877416,0.0934321708045899,-0.2888309703946113,0.0617102980613708,0.0332328230142593,-0.0038895059842616
1783204200012722000,0.386721923828125,0.176864048859477,0.0804889564707875,-0.214231364223361,0.0679303780198097,0.0253799594938755,0.0044475197792053
1783204200022660000,0.39666015625,0.1738625289559364,0.0787023653149604,-0.1401250945270061,0.0718556195497512,0.0223442800343036,0.0166333112865686
1783204200032597000,0.406596923828125,0.1623790119111537,0.0786029965937137,-0.0742909786134958,0.0798983573913574,0.0166120920330286,0.0306710992008447
1783204200042534100,0.4165341796875,0.1363119659796357,0.1039966733083128,0.0066764090240001,0.0854043960571289,0.0118382638320326,0.0382087491452693
1783204200052471000,0.426470947265625,0.1237745559677481,0.1136196571782231,0.0540250201761722,0.0808021873235702,-0.006351126357913,0.0457774512469768
1783204200062408000,0.436407958984375,0.1133554532840847,0.1155823355533182,0.0897930836498737,0.071611650288105,-0.0284479837864637,0.048792764544487
1783204200072345000,0.446344970703125,0.082828505334258,0.10013210683465,0.1149655188292264,0.0581791996955871,-0.0303188543766737,0.0467868708074092
1783204200082283000,0.456282958984375,0.0275786195382475,0.0582949525803327,0.1489040287882089,0.0275599639862775,-0.0180372018367052,0.0392218083143234
1783204200092220200,0.46622021484375,-0.0465343721598386,0.0231692786633968,0.1912976478815078,-0.0066075939685106,0.0064449720084667,0.0262394323945045
1783204200102157000,0.476156982421875,-0.1026373676538467,-0.0193831842534244,0.2203635833680629,-0.0323994271457195,0.0222926046699285,0.0167874544858932
1783204200112094000,0.486093994140625,-0.1573588456615805,-0.0710816611781716,0.206788062480092,-0.056478127837181,0.0181095786392688,0.0074056703597307
1783204200122030800,0.49603076171875,-0.166671740669012,-0.1311430389091372,0.1414595580011606,-0.0611076354980468,0.0024932494852691,-0.0012310810852795
1783204200131968000,0.505968017578125,-0.1744225009262561,-0.1549143751189112,0.0632978754341602,-0.0538278818130493,-0.0172178708016872,-0.0062820324674248
1783204200141906000,0.515906005859375,-0.1908838063836097,-0.1724187598884105,0.0277326410561799,-0.0444643311202526,-0.0276746712625026,-0.0197438169270753
1783204200151843000,0.525843017578125,-0.2034168324813246,-0.1686785504467785,-0.0005196399599313,-0.0367824435234069,-0.0304238535463809,-0.0257055684924125
1783204200161780200,0.5357802734375,-0.2098310834378004,-0.129191758710891,-0.0248953718036413,-0.0381279699504375,-0.0291202217340469,-0.038258921355009
1783204200171716900,0.545716796875,-0.1882847298011183,-0.1169800735220313,-0.020915946778655,-0.0456175804138183,-0.0285785347223281,-0.0467775762081146
1783204200181654000,0.555654052734375,-0.1529655791386961,-0.0848971283018589,-0.0108569095790386,-0.0568400435149669,-0.0156443808227777,-0.0561159923672676
1783204200191591000,0.5655908203125,-0.1113122570186853,-0.0604071224287152,-0.0051169046223163,-0.0622931309044361,-0.0101833026856184,-0.0554805621504783
1783204200201529000,0.575529052734375,-0.0575897269204258,-0.0156724931672215,-0.0015074819535017,-0.0615982636809349,-0.0175545420497655,-0.0563703216612339
1783204200211466000,0.585466064453125,-0.0086041622161865,0.0146739836491644,-0.0416290644615888,-0.0491479858756065,-0.0194549728184938,-0.0547098405659198
1783204200221403100,0.595403076171875,0.0594198649570345,0.0453588986396789,-0.0544447068929672,-0.0419484004378318,-0.0224057640880346,-0.0450197122991085
1783204200231340000,0.605340087890625,0.1197735036328434,0.0913248232617974,-0.064583239069581,-0.0320102833211422,-0.0265757422894239,-0.0340432301163673
1783204200241277000,0.61527685546875,0.1649672748386859,0.107743166360259,-0.0712216541707515,-0.0247376449406147,-0.0286907628178596,-0.0213887579739093
1783204200251215000,0.625215087890625,0.1900932405278086,0.1174129119813442,-0.0825906049251556,-0.0248819887638092,-0.0173821821808815,-0.0131617216393351
1783204200261152000,0.635152099609375,0.189091077747941,0.1486307648047804,-0.0528419478714466,-0.0279474072158336,-0.0145868333056569,-0.0018508366774767
1783204200271089200,0.645089111328125,0.2302151152968406,0.154647102484852,-0.0570399840831756,-0.0284829698503017,-0.0130829466506838,0.0181236695498228
1783204200281026000,0.655026123046875,0.2634530757710338,0.1075102343872189,-0.1041805054426193,-0.0267487522214651,-0.0121053261682391,0.0293644443154335
1783204200290963000,0.664962890625,0.258157891972363,0.0876807676710188,-0.1130798512130975,-0.0272060167044401,-0.0121721709147095,0.0413039289414882
1783204200300900000,0.674900146484375,0.2238327207833528,0.1005244671531021,-0.1283943247228861,-0.0247784554958343,-0.0125721208751201,0.0535657964646816
1783204200310838000,0.684838134765625,0.1839718350380659,0.0915218071386218,-0.1197393091022968,-0.0213307254016399,-0.0119265709072351,0.0649702474474906
1783204200320775000,0.69477490234375,0.1617123646959662,0.059166328587383,-0.116516255402565,-0.0080926995724439,-0.0222318582236766,0.0772239044308662
1783204200330712000,0.704712158203125,0.1543199163571,0.0276722891710698,-0.1629799004137516,0.0122152362018823,-0.0311702247709035,0.0900576785206794
1783204200340649200,0.714649169921875,0.1218906419172883,0.0325745281293988,-0.1548188057899475,0.0341900587081909,-0.0383003875613212,0.1038002073764801
1783204200350585900,0.7245859375,0.0937882907658815,0.0874962048843503,-0.1038765540599822,0.0544585771858692,-0.0521245896816253,0.107559785246849
1783204200360523000,0.73452294921875,0.0737380209058523,0.0068994041249155,-0.1181494095623493,0.0713231191039085,-0.0624254643917083,0.1089991331100463
1783204200370461000,0.7444609375,0.0494698410898447,-0.0360389893695712,-0.1102221236944198,0.0750163942575454,-0.0652867630124092,0.1044674962759018
1783204200380398000,0.754398193359375,-0.0249473942518234,-0.019318594584614,-0.0694809479832649,0.0716096982359886,-0.044249914586544,0.0985279008746147
1783204200390335000,0.7643349609375,-0.0833721106916666,-0.0309805369362235,-0.0164689042419195,0.0561215542256832,-0.0304528716951608,0.0848238095641136
